Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
MARC EISEMAN,300 SOUTH PINEAPPLE AVENUE,SARASOTA,FL,34236,SARASOTA,FL0000633974,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:FL0000633974,,https://echo.epa.gov/detailed-facility-report?fid=110001750506,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001750506,"https://map22.epa.gov/cimc/latLong&params=27.334054,-82.540289"
COMMERCIAL DISPOSAL,17 TOWN WAY,WEST SPRINGFIELD,MA,01089,HAMPDEN,MAD002791515,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MAD002791515,,https://echo.epa.gov/detailed-facility-report?fid=110003422813,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110003422813,"https://map22.epa.gov/cimc/latLong&params=42.14379,-72.62279"
PRESCOTT NATIONAL FOREST (USDA),344 SOUTH CORTEZ STREET,PRESCOTT,AZ,86303,YAVAPAI ,AZ1122307555,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904632,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002566081,"https://map22.epa.gov/cimc/latLong&params=34.536951,-112.468695"
DEFENSE ENERGY SUPPORT CENTER (DESC-FQ)-GRAND FORKS FUEL STORAGE,4128A 27TH AVENUE NORTH,GRAND FORKS,ND,58203,GRAND FORKS,ND0971528807,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800537,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002124344,"https://map22.epa.gov/cimc/latLong&params=47.948611,-97.086111"
US ARMY FORT AP HILL OPERATIONS,19952 N RANGE RD,BOWLING GREEN,VA,22427,CAROLINE,VA2210020416,,https://www.epa.gov/node/121381,,https://echo.epa.gov/detailed-facility-report?fid=110001886674,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001886674,"https://map22.epa.gov/cimc/latLong&params=38.072354,-77.32246"
BLUE RIDGE SOLVENTS AND COATINGS INCORPORATED,3800 ORIGINAL HENRY ROAD,HENRY,VA,24102,HENRY,VAD003124625,,https://www.epa.gov/node/117971,,https://echo.epa.gov/detailed-facility-report?fid=110001887389,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001887389,"https://map22.epa.gov/cimc/latLong&params=36.8275,-79.990833"
BODY GLOVE INTERNATIONAL,20700 DENKER AVE UNIT A,TORRANCE,CA,90501,LOS ANGELES,CAD980665582,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD980665582,,https://echo.epa.gov/detailed-facility-report?fid=110002669979,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002669979,"https://map22.epa.gov/cimc/latLong&params=33.84285,-118.30397"
GE MEDICAL SYSTEMS RYERSON,16800 W RYERSON RD,NEW BERLIN,WI,53151,WAUKESHA,WID000808717,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID000808717,,https://echo.epa.gov/detailed-facility-report?fid=110001925613,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001925613,"https://map22.epa.gov/cimc/latLong&params=42.98959,-88.12381"
LANGER TRANSPORT CORP,420 RT 440,JERSEY CITY,NJ,07305,HUDSON,NJD044358042,,https://www.epa.gov/node/187413,,https://echo.epa.gov/detailed-facility-report?fid=110001934550,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001934550,"https://map22.epa.gov/cimc/latLong&params=40.707949,-74.098929"
CLEAN HARBORS STORAGE & TREATMENT FACILITY,1 HILL AVENUE,BRAINTREE,MA,02184,NORFOLK,MAD053452637,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MAD053452637,,https://echo.epa.gov/detailed-facility-report?fid=110001940311,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001940311,"https://map22.epa.gov/cimc/latLong&params=42.235969,-70.97286"
SQUARE D COMPANY,1060 EAST THIRD STREET,BEAUMONT,CA,92223,RIVERSIDE,CAD050746775,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD050746775,,https://echo.epa.gov/detailed-facility-report?fid=110002318867,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002318867,"https://map22.epa.gov/cimc/latLong&params=33.92481,-116.96675"
US ARMY RESERVE 99TH REGIONAL SUPPORT CO,495 SUMMER ST,BOSTON,MA,02210,SUFFOLK,MA0000020420,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102717,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001950826,"https://map22.epa.gov/cimc/latLong&params=42.34,-71.04"
DETREX CORP,3027 FRUITLAND AVENUE,LOS ANGELES,CA,90058,LOS ANGELES,CAD020161642,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD020161642,,https://echo.epa.gov/detailed-facility-report?fid=110002332994,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002332994,"https://map22.epa.gov/cimc/latLong&params=33.9965,-118.21429"
SIGNETICS CORP,4130 SOUTH MARKET COURT,SACRAMENTO,CA,95834,SACRAMENTO,CAT000614016,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAT000614016,,https://echo.epa.gov/detailed-facility-report?fid=110002943110,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002943110,"https://map22.epa.gov/cimc/latLong&params=38.64455,-121.48172"
ARKADELPHIA SITE-DEGRAY LAKE,30 IP CIRCLE,ARKADELPHIA,AR,71923,CLARK,ARN000605524,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605524,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110003392908,"https://map22.epa.gov/cimc/latLong&params=,"
ADVANCED SOLVENT RECYCLING,1673 ELDORADO ST,BLAINE,MN,55434,ANOKA,MNT280011966,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MNT280011966,,https://echo.epa.gov/detailed-facility-report?fid=110003934262,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110003934262,"https://map22.epa.gov/cimc/latLong&params=45.16788,-93.252245"
USDA FS OCHOCO NF CROOKED RIV GRASSLAND,T12S R14E S34 HWY 26 9.5 MI S,PRINEVILLE,OR,97754,CROOK,OR4122300086,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001770,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006465869,"https://map22.epa.gov/cimc/latLong&params=44.489722,-121.344444"
NASA - GODDARD SPACE FLIGHT CENTER,8800 GREENBELT RD,GREENBELT,MD,20771,PRINCE GEORGES,MDD042273664,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303955,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006526679,"https://map22.epa.gov/cimc/latLong&params=39.05,-76.876667"
VA MEDICAL CENTER ALEXANDRIA,2495 SHREVEPORT HWY,PINEVILLE,LA,71360,RAPIDES,LAN000605451,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605451,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006526964,"https://map22.epa.gov/cimc/latLong&params=,"
ROVERLAND PARTS,14525 N FLORIDA AVE,TAMPA,FL,33613,HILLS,FLR000054353,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:FLR000054353,,https://echo.epa.gov/detailed-facility-report?fid=110005655362,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005655362,"https://map22.epa.gov/cimc/latLong&params=28.079146,-82.459361"
SAM NUNN ATLANTA FEDERAL CENTER PROJECT,45 BROAD ST,ATLANTA,GA,30303,FULTON,GAR000003640,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404534,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005709162,"https://map22.epa.gov/cimc/latLong&params=33.755184,-84.390552"
LOCKHEED MARTIN - ARCHBALD,459 KENNEDY DRIVE,ARCHBALD,PA,18403,LACKAWANNA,PAD003032190,,https://www.epa.gov/node/131199,,https://echo.epa.gov/detailed-facility-report?fid=110007338997,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110007338997,"https://map22.epa.gov/cimc/latLong&params=41.497781,-75.562841"
SCOTT PAPER CO RESEARCH ANNEX,50 W POWHATTAN AVE,ESSINGTON,PA,19029,DELAWARE,PAD000798504,,https://www.epa.gov/node/134139,,https://echo.epa.gov/detailed-facility-report?fid=110004831219,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110004831219,"https://map22.epa.gov/cimc/latLong&params=39.866034,-75.302605"
AMES LAB #2 - CHEM DISPOSAL SITE-DOE/ISU,1915 N SCHOLL RD,AMES,IA,50011,STORY,IA6890008950,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700412,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005732537,"https://map22.epa.gov/cimc/latLong&params=42.041161,-93.662086"
CG-EDNA BAY ENTRANCE LIGHT,EDNA BAY,KETCHIKAN,AK,99950,PRINCE OF WALES-HYDER,AK0001332394,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1002032,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006877228,"https://map22.epa.gov/cimc/latLong&params=,"
USDOT FAA TANANA,TAL TANANA ARPRT NAV AIDS,TANANA,AK,99777,YUKON-KOYUKUK,AK9690502167,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001739,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006877488,"https://map22.epa.gov/cimc/latLong&params=65.166667,-152.066667"
